,drug_name,condition,nltkRScore,useful_count_encoded
5982,2037,880,3,2
5983,2752,603,3,2
5984,38,633,1,1
5985,3042,622,1,1
5986,1668,175,3,1
5987,2253,746,1,2
5988,3221,454,3,1
5989,3273,419,1,2
5990,29,393,2,1
5991,2617,314,3,1
5992,1668,175,3,1
5993,3103,225,1,1
5994,727,298,1,2
5995,1207,102,3,1
5996,1969,244,1,1
5997,1266,87,1,1
5998,2481,633,3,2
5999,3476,283,3,2
6000,1908,484,1,1
6001,2041,147,3,2
6002,12,410,1,1
6003,3649,493,1,1
6004,82,410,3,2
6005,614,849,1,1
6006,190,434,1,1
6007,3061,749,2,2
6008,3378,314,1,1
6009,2689,396,1,1
6010,90,80,3,1
6011,2883,758,3,2
6012,3626,474,3,1
6013,1446,133,3,2
6014,1437,333,1,2
6015,1265,175,1,1
6016,2164,175,3,2
6017,2886,174,1,1
6018,1168,572,3,1
6019,2120,164,1,1
6020,881,273,1,2
6021,343,175,3,1
6022,2100,721,3,2
6023,2005,241,2,1
6024,2442,555,1,2
6025,1822,609,1,2
6026,3000,134,3,2
6027,6,174,3,2
6028,3271,769,3,1
6029,556,601,1,1
6030,1917,419,3,2
6031,1653,222,1,1
6032,2246,100,3,2
6033,1949,889,3,1
6034,1792,133,3,2
6035,1930,0,3,1
6036,828,601,3,2
6037,2754,637,3,2
6038,3451,273,1,1
6039,656,134,1,1
6040,3283,743,3,1
6041,2302,31,3,1
6042,3267,542,1,2
6043,3482,522,3,1
6044,426,889,1,1
6045,229,867,2,2
6046,2670,471,1,2
6047,968,346,2,2
6048,49,225,1,2
6049,874,761,3,2
6050,2996,174,1,2
6052,2478,633,3,2
6053,1083,514,1,1
6054,1096,175,3,1
6055,1874,175,1,1
6056,2341,633,1,2
6057,1023,633,3,1
6058,1937,291,3,1
6059,1264,175,3,1
6060,3339,387,1,1
6061,199,474,2,2
6063,2381,175,3,1
6064,132,144,3,1
6065,3569,175,1,1
6066,2005,241,3,2
6067,3000,273,1,2
6068,3320,275,3,1
6069,2893,726,1,1
6070,2701,273,3,2
6071,1263,175,3,1
6072,1874,314,3,1
6073,1263,175,3,1
6074,1272,175,2,1
6075,555,174,3,1
6076,3132,183,1,1
6077,1616,746,1,2
6078,2230,630,1,2
6079,3569,175,3,1
6080,2136,175,3,1
6081,2514,356,3,1
6082,3518,273,1,2
6083,635,614,3,2
6084,1657,167,3,1
6085,3212,609,1,1
6086,3000,680,1,1
6087,3297,474,3,2
6088,2657,283,2,2
6089,2446,175,1,1
6090,3531,133,1,2
6091,774,419,2,2
6092,1297,419,1,1
6093,289,600,1,1
6094,1265,538,1,1
6095,1265,175,1,1
6096,1930,175,1,1
6097,2093,614,2,2
6098,503,880,3,2
6099,379,103,3,1
6100,1915,601,3,2
6101,2831,572,3,1
6102,1446,133,3,2
6103,2375,633,1,1
6104,3614,174,1,1
6105,1915,601,1,1
6106,1108,287,2,2
6107,826,683,1,1
6108,1985,633,1,2
6109,1872,778,1,1
6110,2618,314,1,1
6111,774,614,3,2
6112,3079,175,1,1
6113,1889,682,1,1
6114,517,522,1,2
6115,3076,175,1,1
6116,2120,164,1,1
6117,2737,633,2,1
6118,2302,175,1,1
6119,66,721,1,2
6120,1737,87,3,1
6121,1099,87,3,1
6122,2701,273,2,2
6123,1668,0,3,1
6124,672,789,3,1
6125,2130,874,1,1
6126,3212,609,3,2
6127,2043,84,3,1
6128,1353,103,1,1
6129,1872,192,1,1
6130,1108,346,3,1
6131,651,514,3,1
6132,1849,746,3,2
6133,2515,175,3,1
6134,3437,789,1,1
6136,488,241,1,1
6137,2120,272,1,1
6138,1272,175,3,1
6139,402,656,3,1
6140,774,419,1,2
6141,48,633,1,2
6142,3437,789,3,2
6143,743,192,1,1
6144,2009,183,3,1
6145,1018,633,1,1
6146,1988,175,1,2
6147,1883,273,3,1
6148,3451,134,1,1
6149,2887,80,3,2
6150,3397,300,1,1
6151,2164,175,1,2
6152,1612,633,1,1
6153,359,778,1,1
6154,1272,175,1,1
6155,384,216,3,1
6156,1947,133,2,1
6157,3197,474,3,1
6158,555,273,3,2
6159,2009,183,3,1
6160,2585,889,3,1
6161,62,867,1,1
6162,3250,874,3,1
6163,3116,87,3,1
6164,3476,283,3,2
6165,3314,84,1,1
6166,3166,472,1,1
6167,3251,203,2,1
6168,3334,273,3,2
6169,2153,175,2,1
6170,715,325,3,2
6171,556,601,3,1
6172,2003,241,2,2
6173,456,601,2,2
6174,1949,601,3,2
6175,715,325,3,2
6176,2308,789,3,2
6177,2171,567,3,1
6178,3220,454,3,1
6179,2005,241,3,1
6180,1598,419,1,1
6181,2971,175,3,1
6182,1231,133,1,1
6183,84,87,1,1
6184,49,633,1,1
6185,2304,420,3,1
6186,2657,283,3,2
6187,1874,84,3,1
6189,3525,80,3,2
6190,214,479,1,2
6191,2586,889,1,2
6192,327,133,3,1
6193,2084,555,1,2
6194,1266,175,3,1
6195,3568,105,1,1
6196,1001,133,3,1
6197,2120,164,3,1
6198,758,162,1,1
6199,1487,175,3,1
6200,3000,790,1,2
6201,233,80,1,1
6202,2550,609,3,2
6203,2585,889,3,2
6204,1872,162,3,2
6205,284,174,1,1
6206,1272,175,1,1
6207,2302,175,1,1
6208,1266,84,1,1
6209,1033,419,3,2
6210,961,175,1,1
6211,3250,874,1,1
6212,1263,175,1,1
6213,349,419,3,1
6214,2932,148,1,2
6215,1263,175,1,1
6217,3032,175,1,1
6218,3626,474,3,1
6219,3156,325,1,1
6220,1256,746,1,2
6221,2778,889,1,1
6222,1415,602,3,2
6223,2165,133,2,1
6224,2617,314,1,1
6225,3451,790,1,1
6226,268,671,3,1
6227,2375,633,1,2
6228,2093,614,1,2
6229,95,889,3,2
6230,1874,84,2,1
6231,1856,186,1,1
6232,943,174,3,2
6233,1266,175,3,1
6234,3305,87,3,1
6235,48,633,3,1
6236,1757,609,1,1
6237,1874,314,1,1
6238,1551,721,3,1
6239,3197,474,3,1
6240,1103,283,1,1
6241,2246,346,1,1
6242,1703,143,3,1
6243,2576,308,1,1
6244,881,273,3,2
6245,2618,314,1,1
6246,948,84,1,1
6247,3512,613,1,2
6248,1010,484,1,2
6249,1231,133,1,2
6250,2938,175,1,1
6251,988,249,3,2
6252,2524,133,1,2
6253,384,192,3,1
6254,2449,175,1,1
6255,1272,175,1,1
6256,1161,479,3,1
6257,2754,273,1,2
6258,3054,555,1,2
6259,881,273,3,2
6260,3483,522,1,2
6261,2381,175,3,1
6262,2052,471,1,2
6263,1272,175,1,1
6264,1363,15,1,1
6265,1266,87,3,1
6266,3032,175,1,1
6267,1266,84,1,1
6268,3464,484,1,1
6269,1826,174,3,1
6270,3156,325,3,2
6271,557,133,3,1
6272,384,192,3,1
6273,1406,134,1,2
6274,731,174,1,1
6275,1263,175,1,1
6276,3318,175,3,1
6277,2185,103,1,2
6278,328,80,3,2
6279,1266,175,3,1
6280,1406,134,1,2
6281,3250,874,3,1
6282,1096,87,1,1
6283,3625,790,1,1
6284,1996,867,1,1
6285,635,614,3,2
6286,2302,175,1,1
6287,325,419,3,2
6288,2381,175,1,1
6289,3008,170,3,1
6290,328,80,1,1
6291,1141,273,3,2
6292,1066,108,3,2
6293,403,163,1,2
6294,940,625,1,2
6295,3451,522,3,1
6296,1296,283,1,1
6297,2255,541,2,1
6298,180,637,3,2
6299,1517,0,1,1
6300,3437,789,1,2
6301,214,680,1,1
6302,307,393,1,2
6303,1103,283,1,1
6304,3005,325,3,2
6305,3315,175,3,1
6306,214,474,3,2
6307,1272,175,3,1
6308,1272,175,3,1
6309,3625,680,1,2
6310,1874,314,1,1
6311,3272,542,1,1
6312,1272,175,3,1
6313,1096,175,3,1
6314,2085,283,3,1
6315,3168,170,3,2
6316,2701,273,3,2
6317,1967,42,1,1
6318,426,601,3,2
6319,2528,273,1,2
6320,1901,241,1,1
6321,327,637,1,2
6322,531,103,1,1
6323,1917,419,1,2
6324,560,541,2,1
6325,2617,314,1,1
6326,688,484,1,1
6327,3381,15,3,1
6328,1267,175,3,1
6329,1949,889,3,2
6330,1819,174,3,2
6331,864,175,1,1
6332,1842,481,1,1
6333,2130,874,3,1
6334,1978,174,3,1
6335,426,889,2,2
6336,831,175,1,1
6337,1371,148,3,1
6338,1483,175,1,2
6339,1084,474,3,2
6340,3146,461,1,2
6341,2585,889,3,2
6342,2345,175,1,2
6343,1265,175,3,1
6345,1261,175,1,1
6346,567,419,1,2
6347,403,162,1,1
6348,1231,273,1,1
6349,3156,325,3,2
6350,3496,133,3,2
6351,3464,484,1,2
6352,1930,175,3,1
6353,1872,674,1,1
6354,3541,637,1,2
6356,555,133,3,2
6357,328,80,1,1
6358,556,601,3,2
6359,1381,170,3,2
6360,1231,273,1,2
6361,3476,283,1,2
6362,367,541,1,1
6363,821,80,3,1
6364,3305,87,3,1
6365,2807,356,1,1
6366,881,633,3,1
6367,197,219,1,2
6368,2027,541,3,1
6369,556,889,3,1
6370,2064,633,1,2
6371,2130,874,1,1
6372,731,134,1,1
6373,3191,849,1,2
6374,3312,175,3,1
6375,131,283,3,1
6376,2076,858,3,2
6377,2672,583,3,1
6378,1612,633,1,1
6379,3314,87,1,1
6380,1872,674,1,1
6381,3148,622,3,2
6382,948,175,3,1
6383,2009,183,3,1
6384,2043,84,1,1
6385,1643,777,3,1
6386,1848,406,3,1
6387,3297,346,3,1
6388,2670,471,3,2
6389,1446,660,3,2
6390,2302,175,3,1
6391,2375,633,1,1
6392,1266,175,1,1
6393,2400,474,3,2
6394,1776,147,3,2
6395,1844,174,3,1
6396,1947,133,1,1
6397,2136,175,1,1
6398,1874,175,1,1
6399,2381,175,3,1
6400,2697,169,2,2
6401,2109,80,3,1
6402,3313,531,3,2
6403,1104,241,1,1
6404,1658,541,1,1
6405,1745,391,1,1
6406,2920,225,1,2
6407,1007,633,1,2
6408,2157,87,1,1
6409,973,471,1,1
6410,1372,633,1,1
6411,2617,314,3,1
6412,2381,175,1,1
6413,3625,790,3,1
6414,2536,406,3,1
6415,3168,170,2,1
6416,3305,87,3,1
6417,1624,484,1,1
6418,3476,283,1,2
6419,2091,614,3,2
6420,3272,346,1,1
6421,2164,175,3,1
6422,1096,175,1,1
6423,2971,175,3,1
6424,2412,356,3,2
6425,2052,471,3,2
6426,1750,283,3,2
6427,3184,175,1,1
6428,1103,283,3,1
6429,2838,474,3,2
6430,3250,874,3,1
6431,1593,419,2,1
6432,1272,175,1,1
6433,1930,175,3,1
6434,86,721,3,1
6435,773,133,1,1
6436,515,142,1,1
6437,2778,889,3,2
6438,1256,746,1,2
6439,2130,874,1,1
6440,2557,479,1,1
6441,2302,175,3,1
6442,2670,817,3,2
6443,3318,175,3,1
6444,539,133,1,2
6445,1737,87,3,2
6446,2443,175,1,1
6447,1204,87,1,1
6448,1761,175,1,1
6449,2583,840,1,1
6450,3614,174,1,2
6451,322,133,3,2
6452,1267,318,1,1
6453,1883,369,3,2
6454,253,100,3,2
6455,1141,273,1,1
6456,3166,472,2,2
6457,1761,87,1,1
6458,731,273,3,1
6460,672,789,1,1
6461,2230,630,3,1
6462,224,896,1,1
6463,1237,356,1,1
6464,3436,325,3,2
6465,2253,655,1,1
6466,731,134,1,2
6467,2253,554,2,1
6468,2449,175,3,1
6469,1874,314,2,1
6470,1668,175,3,1
6471,2150,346,1,1
6472,1272,175,1,1
6473,3541,133,1,1
6474,3137,143,1,1
6475,48,159,1,2
6476,1893,633,1,1
6477,1415,134,1,2
6478,1261,175,3,1
6479,2052,622,3,2
6480,3318,175,3,1
6481,3267,542,1,2
6482,2767,396,2,1
6483,3272,174,1,2
6484,2785,182,1,2
6485,2443,175,1,1
6486,2524,273,3,1
6487,1374,241,1,2
6488,1483,87,3,1
6489,1517,183,3,1
6490,2862,522,1,2
6491,2672,369,1,2
6492,362,633,3,1
6493,1265,175,1,1
6494,3594,484,1,1
6495,2847,656,3,2
6496,2840,746,2,2
6497,2302,175,3,1
6498,1883,369,3,1
6499,1978,174,1,1
6500,2585,889,3,1
6501,3437,789,2,1
6502,3625,273,1,2
6503,284,174,3,2
6504,773,637,1,2
6505,1996,867,1,1
6506,1494,552,3,2
6507,2085,283,1,2
6508,881,273,3,2
6509,774,614,2,2
6510,2576,308,1,2
6511,2473,770,3,1
6512,1792,133,3,2
6513,1231,273,3,1
6514,967,273,3,2
6515,2498,758,3,1
6516,3476,283,3,2
6517,1096,87,3,1
6518,3419,133,1,2
6519,3414,415,1,1
6520,552,633,1,2
6521,1822,609,1,1
6522,88,87,1,1
6523,2120,164,3,1
6524,2171,444,1,1
6525,1874,175,1,1
6526,828,601,2,1
6527,1007,159,1,2
6528,3451,273,3,2
6529,1182,746,3,1
6530,2580,572,3,1
6531,773,133,2,1
6532,91,80,3,2
6533,1231,273,1,1
6534,967,273,1,2
6535,773,637,1,2
6536,628,555,3,2
6537,2965,889,1,1
6538,190,434,1,1
6539,773,133,3,1
6540,2392,175,2,1
6541,1874,175,1,1
6542,2962,346,3,2
6543,2164,0,3,1
6544,3000,273,1,2
6545,1874,175,3,1
6546,2091,633,3,1
6547,1955,419,1,2
6548,86,721,3,2
6549,498,175,1,1
6550,1787,633,2,1
6551,2617,314,1,1
6552,831,175,1,1
6553,2617,314,1,1
6554,1007,633,1,1
6555,444,87,1,1
6556,2157,87,1,1
6557,831,175,3,1
6558,1874,314,3,1
6559,2785,174,2,2
6560,2443,175,3,2
6561,1231,369,1,1
6562,3629,541,1,1
6563,1266,175,1,1
6564,1204,87,3,1
6565,1887,101,3,2
6566,438,419,3,1
6567,1231,133,3,1
6568,2962,346,3,1
6569,48,159,3,1
6570,1108,346,1,2
6571,2886,182,3,1
6572,1165,225,1,2
6573,881,346,3,1
6574,3251,203,1,2
6575,3250,874,1,1
6576,1901,241,3,2
6577,3192,849,1,1
6578,2345,84,3,2
6579,3000,602,3,2
6580,1668,175,3,1
6581,2412,356,1,2
6582,2091,225,3,2
6583,2728,625,1,2
6584,1359,552,3,2
6585,488,241,3,2
6586,3005,325,3,1
6587,2076,251,3,1
6588,1334,633,3,1
6589,270,175,3,1
6590,426,889,3,2
6591,2302,175,3,1
6592,2531,740,1,1
6593,1108,225,1,2
6594,473,622,1,1
6595,3060,474,1,1
6596,1230,863,3,2
6597,3315,87,1,1
6598,2478,225,1,2
6599,1679,383,2,2
6600,3136,484,3,2
6601,1272,175,3,1
6602,1108,287,1,1
6603,2920,225,1,1
6604,766,721,1,1
6605,2187,225,1,2
6606,2310,789,3,2
6607,1263,175,1,1
6608,1263,175,3,1
6609,543,856,3,1
6610,213,8,1,1
6611,3541,133,1,2
6612,2670,102,3,2
6613,2738,653,3,2
6614,1272,175,1,1
6615,1874,175,3,1
6616,2997,174,3,1
6617,1874,175,3,1
6618,1826,133,1,1
6619,1751,283,3,2
6620,1865,325,1,1
6621,1915,889,3,2
6622,2360,633,2,2
6623,2785,474,3,2
6624,214,542,1,2
6625,3437,789,1,1
6626,2778,889,3,2
6627,1498,283,3,2
6628,1266,175,3,1
6629,2962,346,1,2
6630,245,186,1,1
6631,3272,542,3,1
6632,511,215,3,1
6633,1714,80,3,2
6634,739,87,3,2
6635,3614,758,3,1
6636,1976,318,1,1
6637,1915,283,3,2
6638,290,860,3,2
6639,1265,538,3,1
6640,2361,736,3,2
6641,3102,613,1,2
6642,2636,183,1,1
6643,214,542,1,1
6644,3620,572,1,2
6645,3197,474,3,1
6646,1862,162,1,2
6647,1874,175,3,1
6648,660,784,1,2
6649,2043,84,3,1
6650,628,555,1,1
6651,2310,789,3,1
6652,1979,175,1,1
6653,908,87,3,1
6654,2672,346,3,2
6655,555,522,1,1
6656,3379,382,3,1
6657,1446,743,3,2
6658,1985,346,3,2
6659,876,872,1,1
6660,2165,474,2,2
6661,327,133,1,2
6662,1960,419,1,2
6663,1437,333,1,2
6664,2120,784,1,1
6665,553,613,3,1
6666,2738,653,3,2
6667,3273,419,1,2
6668,426,601,2,2
6669,2345,175,1,1
6670,2895,541,3,1
6671,1771,175,3,1
6672,268,671,1,1
6673,715,325,3,2
6674,3000,273,3,2
6675,1908,243,1,2
6676,2139,509,2,1
6677,3132,183,3,1
6678,3617,192,1,1
6679,727,867,1,2
6680,328,80,3,1
6681,1265,175,3,1
6682,95,889,3,2
6683,3381,633,1,2
6684,2194,183,3,2
6685,3297,273,1,2
6686,1296,283,3,1
6687,2302,175,3,1
6688,325,419,1,2
6689,1266,175,3,1
6690,1865,325,3,1
6691,25,541,2,1
6692,1924,175,3,1
6693,2836,244,3,1
6694,2130,874,3,1
6695,6,174,1,1
6696,1872,778,2,2
6698,2488,630,3,2
6699,441,484,1,2
6700,1955,419,1,2
6701,1612,633,3,1
6702,790,633,1,1
6703,555,522,3,1
6704,557,133,3,1
6705,1265,175,1,1
6706,1826,174,3,2
6707,614,849,1,1
6708,3206,601,3,2
6709,1657,427,3,1
6710,1272,175,3,1
6711,1272,175,3,2
6712,1883,369,1,2
6713,557,133,3,2
6714,3042,622,3,1
6715,199,474,3,1
6716,547,613,3,2
6717,2150,346,3,2
6718,233,80,3,1
6719,2360,542,1,1
6720,3350,283,1,1
6721,2043,175,3,1
6722,134,239,3,2
6723,556,601,1,1
6724,2091,633,1,2
6725,990,250,3,1
6726,2618,314,3,2
6727,2447,175,1,2
6728,881,273,1,1
6729,199,474,3,1
6730,2126,175,1,1
6731,1487,175,1,1
6732,1265,175,3,1
6733,1874,175,3,1
6734,2120,272,3,1
6735,2565,633,3,2
6736,1737,87,3,1
6737,565,283,1,1
6738,1108,273,1,2
6739,2419,572,2,2
6740,3095,80,3,2
6741,1947,474,3,2
6742,199,474,3,2
6743,3137,143,1,1
6744,2161,743,1,2
6745,180,637,1,2
6746,2418,227,1,1
6747,1104,241,3,1
6748,1265,318,2,1
6749,828,601,3,2
6750,214,346,2,2
6751,214,258,1,1
6752,1616,746,3,2
6753,2194,183,3,1
6754,1568,226,1,1
6755,91,80,1,1
6756,3518,522,3,1
6757,943,174,3,2
6758,3116,87,1,2
6759,1483,695,1,1
6760,530,443,3,2
6762,632,711,3,2
6763,1949,889,3,2
6764,2392,175,3,1
6765,2157,87,3,1
6766,1265,175,3,1
6767,3661,674,3,2
6768,1874,175,3,1
6769,2341,159,1,1
6770,1266,175,1,1
6771,148,170,3,2
6772,2293,541,3,2
6773,1272,175,1,1
6774,1874,314,3,1
6775,1535,250,1,1
6776,3297,474,3,2
6777,2185,142,1,1
6778,3541,133,3,2
6779,1264,175,3,1
6780,2139,508,1,1
6781,1800,175,3,1
6782,3212,609,3,2
6783,1969,244,3,1
6784,1844,759,1,1
6785,3334,273,3,2
6786,1263,175,1,1
6787,1272,175,1,1
6788,3476,283,3,1
6789,2418,630,3,2
6790,3000,680,3,1
6791,2418,337,3,1
6792,1231,273,1,2
6793,1844,174,3,2
6794,668,869,3,1
6795,1917,419,2,1
6796,3254,555,1,1
6797,2821,625,3,2
6798,1266,175,3,1
6799,3222,454,3,1
6800,6,758,1,1
6801,1142,273,1,2
6802,1916,219,3,2
6803,3483,273,1,1
6804,1265,84,3,1
6805,1536,80,3,1
6806,2345,110,3,1
6807,1272,175,3,1
6808,731,273,1,1
6809,3074,87,1,1
6810,1737,87,1,1
6811,3644,233,1,1
6812,190,434,3,1
6813,1266,175,1,1
6814,289,603,3,2
6815,3451,637,2,1
6817,2170,746,1,2
6818,1378,541,1,1
6819,1006,573,2,1
6820,270,175,3,1
6821,3483,273,3,1
6822,1051,174,1,1
6823,2845,420,1,2
6824,2043,84,1,1
6825,2302,175,1,1
6826,284,522,3,1
6827,2528,637,3,2
6828,1096,175,3,1
6829,58,720,1,1
6830,3437,789,1,1
6831,1023,633,1,2
6832,1844,759,1,1
6833,1787,686,1,1
6834,3042,622,3,2
6835,1631,434,3,1
6836,1826,174,1,2
6837,2617,314,1,1
6838,1079,474,3,2
6839,1097,175,1,1
6840,881,273,2,2
6841,881,369,1,2
6842,1204,87,3,1
6843,908,87,3,1
6844,3166,472,1,1
6845,881,369,3,2
6846,553,613,2,1
6847,2481,225,1,1
6848,2938,175,1,2
6849,825,610,1,2
6850,3173,633,3,1
6851,270,175,1,1
6852,2480,434,1,2
6853,2528,522,1,1
6854,1098,434,1,1
6855,3052,87,3,1
6856,2130,874,1,1
6857,1410,474,2,2
6858,555,80,3,2
6859,703,759,1,1
6860,1874,175,3,1
6861,3125,541,3,1
6862,2448,175,1,2
6863,3283,346,3,2
6864,1114,185,1,2
6865,893,704,3,2
6866,3032,175,1,1
6867,2130,874,1,1
6868,49,225,1,2
6869,301,174,3,2
6870,1949,889,1,1
6871,1996,867,3,1
6872,3283,133,3,2
6873,831,175,1,1
6874,2037,880,3,2
6875,828,601,3,2
6876,3283,633,1,1
6877,672,789,3,2
6878,1001,133,1,2
6879,744,103,3,1
6880,2652,743,1,2
6881,1001,555,1,2
6882,2381,175,3,2
6883,2971,675,2,1
6884,1304,420,3,2
6885,3334,273,3,2
6886,1272,175,3,1
6887,2120,162,1,1
6888,1272,175,3,1
6889,1858,318,1,1
6890,84,87,3,1
6891,1244,151,3,2
6892,3627,474,3,1
6893,3058,474,3,2
6894,2165,522,1,1
6895,3212,609,1,1
6896,2345,175,3,1
6897,556,889,3,1
6898,2689,396,3,2
6899,1108,633,1,2
6900,3512,613,1,2
6901,2043,84,1,1
6902,1593,419,3,2
6903,1231,133,3,2
6904,1883,133,1,2
6905,948,175,1,1
6906,2136,175,3,1
6907,3476,283,1,1
6908,1083,162,1,2
6909,2514,803,1,1
6910,1916,80,2,1
6911,2200,250,3,1
6912,3414,233,1,1
6913,2043,84,2,1
6914,963,311,3,1
6915,289,603,1,1
6916,1874,314,1,2
6917,1176,387,3,1
6918,1265,175,3,1
6919,3032,175,3,1
6920,922,80,3,1
6921,343,175,1,1
6922,1844,759,1,1
6923,3186,42,1,1
6924,1915,601,3,2
6925,1357,749,3,1
6926,641,783,3,1
6927,1668,175,1,1
6928,3240,572,3,1
6929,3451,522,1,2
6930,1266,87,3,1
6931,1976,871,3,2
6932,2135,175,3,1
6933,505,601,3,2
6934,1231,273,1,2
6935,758,162,3,2
6936,3032,175,3,1
6937,1083,514,1,1
6938,983,356,1,2
6939,2381,175,1,2
6940,1787,686,1,2
6941,3117,867,1,2
6942,2636,183,3,2
6943,3046,406,1,1
6944,2883,759,3,2
6945,981,80,1,2
6946,3306,541,1,1
6947,214,542,3,2
6948,2902,162,2,1
6949,3482,273,3,2
6950,488,241,1,1
6951,1265,87,1,1
6952,656,134,1,2
6953,3577,555,3,2
6954,65,396,1,1
6955,3657,103,1,1
6956,1183,633,1,1
6957,1237,356,3,1
6958,3437,789,3,1
6959,520,749,3,1
6960,671,779,3,1
6961,2754,273,1,2
6962,1874,314,3,1
6963,1877,633,3,2
6964,3654,273,3,2
6965,1261,175,1,1
6966,1265,175,3,1
6967,557,133,2,2
6968,2412,803,2,1
6969,1198,406,3,1
6970,2302,175,3,1
6971,2785,474,3,2
6972,987,80,3,1
6973,3173,633,1,2
6974,555,789,3,1
6975,488,241,3,1
6976,660,162,1,1
6977,1719,283,1,1
6978,2381,175,3,1
6979,2528,133,1,2
6980,967,273,3,2
6981,1108,225,1,2
6982,2400,174,1,2
6983,2246,346,1,2
6984,3000,273,1,2
6985,948,175,1,1
6986,1406,134,1,2
6987,3297,273,1,2
6988,1924,175,1,1
6989,3267,542,1,2
6990,166,601,3,2
6991,3297,474,3,2
6992,2375,633,3,2
6993,656,134,3,2
6994,1826,680,3,1
6995,932,249,1,1
6996,1771,79,3,1
6997,405,783,3,2
6998,2617,314,3,1
6999,2187,633,1,1
7000,1007,633,3,2
7001,3482,273,3,2
7002,448,278,3,1
7003,426,889,3,2
7004,1631,434,1,1
7005,2985,241,1,1
7006,2670,229,3,1
7007,1272,175,1,1
7008,1264,175,1,1
7009,2701,273,3,2
7010,57,746,3,2
7011,773,637,1,2
7012,2579,273,1,2
7013,556,601,3,2
7014,1007,622,1,2
7015,569,443,1,1
7016,2617,314,3,1
7017,2443,175,1,2
7018,1272,175,2,1
7019,3032,175,1,1
7020,3297,474,3,1
7021,2785,369,3,2
7022,3518,273,1,2
7023,2670,346,1,2
7024,289,774,1,1
7025,1097,87,3,1
7026,2253,655,1,2
7027,16,100,1,2
7028,1872,778,3,2
7029,1840,312,1,2
7030,1582,746,3,2
7031,2400,174,1,1
7032,1668,175,3,1
7033,3564,175,2,1
7034,1717,758,1,1
7036,1757,609,3,1
7037,882,541,1,2
7038,1265,675,3,1
7039,3483,273,1,1
7040,2622,220,3,1
7041,1446,346,1,1
7042,2277,175,1,1
7043,88,87,3,1
7044,1272,175,1,1
7045,391,419,3,2
7046,2182,175,1,1
7047,1142,426,1,2
7048,3579,356,3,2
7049,828,601,3,2
7050,2524,134,3,1
7051,2453,622,3,2
7052,1700,283,3,1
7053,3297,133,3,2
7054,1142,273,3,2
7055,3657,869,3,1
7056,1266,175,3,1
7057,1777,106,3,2
7058,2045,524,1,1
7059,3236,860,3,1
7060,2528,637,3,2
7061,2165,273,1,1
7062,3568,103,3,2
7063,1874,175,1,1
7064,731,273,1,2
7065,1969,484,1,2
7066,758,162,3,1
7067,2302,175,1,1
7068,2585,889,3,1
7069,1176,387,3,2
7070,1930,175,1,1
7071,2585,889,3,2
7072,2302,175,1,1
7073,132,202,3,2
7074,3476,283,1,2
7075,2050,474,1,2
7076,967,273,3,2
7077,1960,419,1,1
7078,3570,175,1,1
7080,2171,567,1,1
7081,2084,346,1,2
7082,231,162,3,1
7083,2923,474,1,2
7084,2009,183,1,1
7085,774,614,1,2
7086,2000,633,3,1
7087,1551,311,2,1
7088,2302,175,1,1
7089,3214,874,1,2
7090,3314,84,1,1
7091,2672,346,1,2
7092,1556,406,3,2
7093,3032,175,3,1
7094,2585,889,1,1
7095,2326,867,1,1
7096,2515,175,1,1
7097,1865,325,2,2
7098,1051,542,3,2
7099,2754,134,1,2
7100,3386,201,2,2
7101,555,273,1,2
7102,488,183,1,1
7103,2853,474,2,1
7104,3437,789,3,1
7105,2381,175,1,1
7106,3117,163,1,1
7107,1001,133,3,1
7108,2164,175,3,1
7109,1334,633,1,1
7110,556,601,3,1
7111,3132,183,1,1
7112,1595,419,2,2
7113,1266,87,3,1
7114,284,174,3,1
7115,826,683,1,2
7116,553,613,1,1
7117,1264,175,1,2
7118,2130,874,3,1
7119,1915,601,3,2
7120,776,133,1,2
7121,3626,474,2,2
7122,1874,175,2,1
7123,2785,474,1,2
7124,580,721,2,2
7125,1265,84,1,1
7126,3451,602,3,2
7127,2618,314,1,2
7128,1978,174,3,1
7129,2130,874,3,1
7130,1874,175,1,1
7131,1001,555,3,2
7132,1874,175,1,1
7133,1883,133,3,2
7134,284,759,3,2
7135,1619,133,3,1
7136,1874,175,3,1
7137,3250,874,1,1
7138,3334,522,3,2
7139,1745,749,3,1
7140,3135,474,3,2
7141,984,80,1,1
7142,1156,311,1,1
7143,788,387,1,2
7144,557,133,3,2
7145,1532,249,3,2
7146,2043,84,1,1
7147,656,273,1,2
7148,598,283,1,1
7149,2110,383,1,2
7150,1657,493,1,1
7151,2076,857,3,1
7152,428,572,3,2
7153,3272,601,1,2
7154,82,415,3,1
7155,3348,630,3,2
7156,3306,541,2,1
7157,121,314,3,1
7158,2360,484,3,1
7159,2164,175,1,1
7160,1140,387,3,2
7161,672,789,3,2
7162,2446,175,3,1
7163,95,889,3,2
7164,331,523,3,1
7165,1606,311,3,1
7166,21,87,3,2
7167,2120,298,3,1
7168,88,87,1,1
7169,2360,633,1,2
7170,727,867,1,1
7171,474,175,1,1
7172,1642,600,3,1
7173,2435,633,3,2
7174,2585,889,1,1
7175,2178,874,1,1
7176,1334,633,3,2
7177,555,542,3,1
7178,1924,175,1,1
7179,1874,314,1,1
7180,1979,175,1,1
7181,1924,175,1,1
7182,555,273,3,2
