hospital_id,hospital_name,street,city,governorate,region,hospital_type,contact_number,hospital_capacity,current_occupancy,emergency_services,ICU_capacity,ambulance_count,services,departments
4eef58b0-0fcf-446c-9a37-c8e423e41903,Nagaa Hammadi Medical Center,Tahrir Square,Nagaa Hammadi,Qena,Upper Egypt,public,+202375238693,392,16,True,39,3,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Ophthalmology', 'Dermatology', 'Psychiatry', 'ENT']"
db70cad7-aa36-464d-8fba-40e68ae1fdba,Luxor Specialized Hospital,Corniche Road,Luxor,Luxor,Upper Egypt,private,+208082638791,93,3,True,43,5,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Physical Therapy', 'Ophthalmology']"
9c3113ff-6597-4a5f-a7ca-7b76f9524bf3,Luxor Medical Institute,El-Mokattam Street,Luxor,Luxor,Upper Egypt,private,+201838605272,168,1,False,34,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Urology']"
8ed3c775-7757-4259-904c-eb044cbcd6dd,Isna Central Hospital,Dokki Road,Isna,Luxor,Upper Egypt,private,+207718002971,182,16,False,39,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Orthopedics', 'Oncology', 'Urology', 'Psychiatry']"
2f5a32c2-8091-4086-aa2a-952b7a3e2b3b,Aswan Teaching Hospital,Ramses Street,Aswan,Aswan,Upper Egypt,public,+205444025910,394,50,True,45,9,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'ENT', 'Physical Therapy']"
60354bc4-0ffd-41f9-ada1-97b2f336828f,Aswan General Hospital,Corniche Road,Aswan,Aswan,Upper Egypt,public,+207496588076,145,13,True,29,10,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Physical Therapy', 'Urology']"
a0f82bc9-d8f1-488f-b11f-7fc0dccc3d6b,Nasr El Nuba General Hospital,El-Maadi Road,Nasr El Nuba,Aswan,Upper Egypt,private,+203525100043,61,20,False,48,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Orthopedics', 'Neurology', 'Dermatology', 'ENT']"
4b8a82b8-a59e-4107-bf54-acf301e3f091,Hurghada International Hospital,Corniche Road,Hurghada,Red Sea,Border,private,+202524950011,463,4,False,38,10,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Orthopedics']"
40eca9a4-53eb-4a24-9ecc-35cd5fcee294,Hurghada Cardiac & Emergency Center,El-Mokattam Street,Hurghada,Red Sea,Border,private,+208944877906,100,46,True,45,10,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Neurology', 'ENT', 'Psychiatry', 'Ophthalmology']"
fe175134-9516-4c3c-b492-9850ae12a34b,Red Sea Regional Hospital,Ramses Street,Safaga,Red Sea,Border,public,+209396430960,418,47,False,25,10,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', 'Mental Health Services', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'ENT', 'Cardiology', 'Physical Therapy', 'Psychiatry']"
c7c8df49-19b1-4f0d-957f-f01949789f83,Safaga General Hospital,Dokki Road,Safaga,Red Sea,Border,public,+202510834797,168,26,False,13,5,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Psychiatry', 'Urology']"
a7648dd3-ffb1-483a-98b3-edf33a60d8de,El Wadi El Gedid General Hospital,Corniche Road,El Kharga,New Valley,Border,private,+203741858474,494,15,True,31,8,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Neurology', 'ENT', 'Dermatology', 'Cardiology']"
3d906af4-e7fb-4771-bca4-4285b11f5140,Kharga General Hospital,Ramses Street,Kharga,New Valley,Border,private,+205505868249,481,37,False,26,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Cardiology', 'Dermatology', 'Ophthalmology']"
9d220088-b953-41d1-8823-f45da57733f2,Dakhla Oasis Medical Center,El-Mokattam Street,Dakhla,New Valley,Border,public,+206066704408,258,24,True,24,6,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Urology']"
c8aa2020-56ed-4ffc-8fce-385bd98b0bbe,Farafra General Hospital,Dokki Road,Farafra,New Valley,Border,public,+203496134120,423,33,True,20,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Dermatology', 'Ophthalmology', 'Orthopedics']"
19898d65-c221-4c29-8223-40491d1ee860,Matrouh Central Hospital,Corniche Road,Marsa Matrouh,Matrouh,Border,private,+209447102064,373,6,True,20,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Neurology', 'Cardiology']"
1b1860d4-e419-4a89-a864-69d704a3346c,Marsa Matrouh Emergency Center,Ramses Street,Marsa Matrouh,Matrouh,Border,public,+203928959521,228,39,True,45,3,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Cardiology', 'Oncology', 'Dermatology']"
eb62ef90-e8ed-45ed-9659-d99d5c564a31,Siwa Oasis Medical Center,El-Maadi Road,Siwa,Matrouh,Border,public,+201629712408,438,22,True,48,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Urology', 'Physical Therapy', 'Orthopedics']"
a20305b2-4a51-45a8-9297-c995df1eeef7,El Negila General Hospital,Dokki Road,El Negila,Matrouh,Border,public,+202488836485,308,19,True,36,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Orthopedics', 'Urology']"
fe5dbef3-f8e8-444c-9e96-3645966379eb,North Sinai General Hospital,Corniche Road,Arish,North Sinai,Border,public,+204049916839,245,5,False,45,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Psychiatry', 'Physical Therapy', 'Dermatology']"
d3c14813-be33-432a-86ea-7c001fb0f127,Arish General Hospital,Ramses Street,Arish,North Sinai,Border,private,+208009327243,376,40,True,20,9,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Physical Therapy', 'Ophthalmology', 'Oncology', 'Cardiology']"
22cc3b6a-45c2-4b2a-8a7d-d48b60023a08,Sheikh Zuweid Central Hospital,Dokki Road,Sheikh Zuweid,North Sinai,Border,private,+206209969716,455,24,True,33,3,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Orthopedics', 'Urology']"
7cd492c9-197e-4edf-aaec-769c2ce11dc0,South Sinai Medical Complex,Corniche Road,Sharm El-Sheikh,South Sinai,Border,private,+209863479327,360,14,False,27,8,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Ophthalmology']"
7e5cf968-e5a6-4b18-8469-9b62b15e03ee,Sharm El-Sheikh International Hospital,El-Mokattam Street,Sharm El-Sheikh,South Sinai,Border,private,+204110030034,292,27,True,33,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Dermatology', 'ENT', 'Psychiatry', 'Physical Therapy']"
a38bfde8-06e3-496a-90e8-82b2cf7edfcb,Dahab General Hospital,Ramses Street,Dahab,South Sinai,Border,public,+202787880080,481,10,True,43,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Ophthalmology']"
939107c6-5e86-4f98-b699-e031ad5ee603,Suez Canal University Hospital,Corniche Road,Ismailia,Ismailia,Lower Egypt,university,+204883619764,292,33,True,14,0,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Oncology', 'Physical Therapy', 'Orthopedics']"
ca7e18e1-46af-472e-a2bd-fc0b3de5e191,Ismailia Central Hospital,Ramses Street,Ismailia,Ismailia,Lower Egypt,public,+202660207012,275,8,False,47,5,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Dermatology', 'Psychiatry', 'Ophthalmology', 'Physical Therapy']"
fe718f07-15b1-44bc-a7a9-cd2993d6b5bf,Fayed General Hospital,Dokki Road,Fayed,Ismailia,Lower Egypt,private,+209954131225,252,25,True,27,4,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'ENT', 'Neurology']"
37ea8f3d-7f0f-4f4d-a6ba-6fbd39a26b52,Suez General Hospital,Corniche Road,Suez,Suez,Lower Egypt,public,+206465161444,76,47,True,48,4,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'ENT']"
9fbd8205-bf41-4e03-b538-5e8511436d44,Suez Port Medical Center,Ramses Street,Suez,Suez,Lower Egypt,private,+207791472342,414,17,False,48,10,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Neurology', 'Cardiology', 'ENT', 'Ophthalmology']"
18e3417c-46b7-446c-9dcf-557933cb3110,Ain Sokhna Emergency Hospital,El-Maadi Road,Ain Sokhna,Suez,Lower Egypt,private,+204520459886,492,25,False,47,3,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Cardiology', 'Orthopedics']"
592566ad-82a2-4d40-a387-d005b144a649,Port Said General Hospital,Corniche Road,Port Said,Port Said,Lower Egypt,private,+208837425726,301,23,False,14,2,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Cardiology', 'Neurology', 'Orthopedics', 'Physical Therapy']"
773a39bd-d498-4792-8661-677646bcacbf,Port Fouad General Hospital,Ramses Street,Port Fouad,Port Said,Lower Egypt,private,+207789779936,324,31,False,10,9,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Mental Health Services', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Psychiatry']"
2087153e-4346-4bb1-9d00-e3cc90b6b41f,Al Arab Medical Center,Dokki Road,Port Said,Port Said,Lower Egypt,public,+203793778760,362,45,False,39,4,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', 'Cardiac Care', '24/7 Emergency', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Oncology', 'Cardiology']"
bb689d5a-c077-4ea2-9445-22c18881ab34,Damietta Specialized Hospital,Corniche Road,Damietta,Damietta,Lower Egypt,private,+201384678988,100,43,False,33,7,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Dermatology', 'Neurology']"
d3b958b3-0e45-4d29-a33c-1a42d2dfa9af,New Damietta General Hospital,Ramses Street,New Damietta,Damietta,Lower Egypt,private,+202110955264,114,34,False,34,8,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Physical Therapy', 'Maternity', 'Chemotherapy', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Oncology', 'Physical Therapy', 'Dermatology', 'Orthopedics']"
1853cb5a-5989-43ac-a469-e9ec348950e0,Old Damietta Medical Center,El-Mokattam Street,Old Damietta,Damietta,Lower Egypt,private,+205800945546,298,14,True,21,4,"['ICU', 'Surgery', 'Outpatient Clinic', 'Pediatric Care', 'Radiology Imaging', '24/7 Emergency', 'Maternity', 'Laboratory Testing', 'Inpatient Care', 'Vaccination']","['Emergency', 'Internal Medicine', 'General Surgery', 'Pediatrics', 'Gynecology & Obstetrics', 'Radiology', 'Laboratory', 'Neurology']"
